Word,NER
YORK,I-LOC
Stefan,B-PER
Edberg,I-PER
Grand,B-MISC
Slams,I-MISC
Wimbledon,B-MISC
Richard,B-PER
Krajicek,I-PER
U S ,B-MISC
Open,I-MISC
Edberg,B-PER
Grand,B-MISC
Slam,I-MISC
Stadium,B-LOC
Court,I-LOC
Dutchman,B-MISC
Swede,B-MISC
U S ,B-LOC
Grand,B-MISC
Slam,I-MISC
Wimbledon,B-MISC
Edberg,B-PER
National,B-LOC
Tennis,I-LOC
Centre,I-LOC
Swede,B-MISC
Krajicek,B-PER
Richard,B-PER
Edberg,B-PER
Pete,B-PER
Sampras,I-PER
Jimy,B-PER
Szymanski,I-PER
Venezuela,B-LOC
Adrian,B-PER
Voinea,I-PER
Romania,B-LOC
Thomas,B-PER
Muster,I-PER
Austria,B-LOC
Javier,B-PER
Frana,I-PER
Argentina,B-LOC
Marcelo,B-PER
Rios,I-PER
Chile,B-LOC
Rios,B-PER
Romania,B-LOC
Andrei,B-PER
Pavel,I-PER
Monica,B-PER
Seles,I-PER
Anne,B-PER
Miller,I-PER
Spain,B-LOC
Arantxa,B-PER
Sanchez,I-PER
Vicario,I-PER
Olympic,B-MISC
Lindsay,B-PER
Davenport,I-PER
Karina,B-PER
Habsudova,I-PER
Slovakia,B-LOC
Austrian,B-MISC
Judith,B-PER
Wiesner,I-PER
Iva,B-PER
Majoli,I-PER
Croatia,B-LOC
Majoli,B-PER
Anke,B-PER
Huber,I-PER
Magdalena,B-PER
Maleeva,I-PER
U S ,B-MISC
OPEN,I-MISC
NEW,B-LOC
YORK,I-LOC
U S ,B-MISC
Open,I-MISC
National,B-LOC
Tennis,I-LOC
Centre,I-LOC
Monica,B-PER
Seles,I-PER
U S ,B-LOC
Anne,B-PER
Miller,I-PER
U S ,B-LOC
Rita,B-PER
Grande,I-PER
Italy,B-LOC
Alexia,B-PER
Dechaume Balleret,I-PER
France,B-LOC
Judith,B-PER
Wiesner,I-PER
Austria,B-LOC
Iva,B-PER
Majoli,I-PER
Croatia,B-LOC
Thomas,B-PER
Muster,I-PER
Austria,B-LOC
Javier,B-PER
Frana,I-PER
Argentina,B-LOC
Pete,B-PER
Sampras,I-PER
U S ,B-LOC
Jimy,B-PER
Szymanski,I-PER
Venezuela,B-LOC
Jiri,B-PER
Novak,I-PER
Czech,B-LOC
Republic,I-LOC
Ben,B-PER
Ellwood,I-PER
Australia,B-LOC
Mariaan,B-PER
de,I-PER
Swardt,I-PER
South,B-LOC
Africa,I-LOC
Dominique,B-PER
Van,I-PER
Roost,I-PER
Belgium,B-LOC
Florencia,B-PER
Labat,I-PER
Argentina,B-LOC
Kathy,B-PER
Rinaldi,I-PER
Stunkel,I-PER
U S ,B-LOC
Nathalie,B-PER
Tauziat,I-PER
France,B-LOC
Angelica,B-PER
Gavaldon,I-PER
Mexico,B-LOC
Paola,B-PER
Suarez,I-PER
Argentina,B-LOC
Marianne,B-PER
Werdel,I-PER
Witmeyer,I-PER
U S ,B-LOC
Ann,B-PER
Grossman,I-PER
U S ,B-LOC
Silvia,B-PER
Farina,I-PER
Italy,B-LOC
Alex,B-PER
Corretja,I-PER
Spain,B-LOC
Byron,B-PER
Black,I-PER
Zimbabwe,B-LOC
Scott,B-PER
Draper,I-PER
Australia,B-LOC
Galo,B-PER
Blanco,I-PER
Spain,B-LOC
Petr,B-PER
Korda,I-PER
Czech,B-LOC
Republic,I-LOC
David,B-PER
Caldwell,I-PER
U S ,B-LOC
Bohdan,B-PER
Ulihrach,I-PER
Czech,B-LOC
Republic,I-LOC
Alberto,B-PER
Costa,I-PER
Spain,B-LOC
Bernd,B-PER
Karbacher,I-PER
Germany,B-LOC
Jonathan,B-PER
Stark,I-PER
U S ,B-LOC
Lindsay,B-PER
Davenport,I-PER
U S ,B-LOC
Adriana,B-PER
Serra Zanetti,I-PER
Italy,B-LOC
Elena,B-PER
Wagner,I-PER
Germany,B-LOC
Gigi,B-PER
Fernandez,I-PER
U S ,B-LOC
Kristie,B-PER
Boogert,I-PER
Netherlands,B-LOC
Joannette,B-PER
Kruger,I-PER
South,B-LOC
Africa,I-LOC
Stefan,B-PER
Edberg,I-PER
Sweden,B-LOC
Richard,B-PER
Krajicek,I-PER
Netherlands,B-LOC
Marcelo,B-PER
Rios,I-PER
Chile,B-LOC
Andrei,B-PER
Pavel,I-PER
Romania,B-LOC
Arantxa,B-PER
Sanchez,I-PER
Vicario,I-PER
Spain,B-LOC
Laxmi,B-PER
Poruri,I-PER
U S ,B-LOC
Andrei,B-PER
Olhovskiy,I-PER
Russia,B-LOC
Pat,B-PER
Cash,I-PER
Australia,B-LOC
Filippo,B-PER
Veglio,I-PER
Switzerland,B-LOC
Christian,B-PER
Ruud,I-PER
Norway,B-LOC
Tim,B-PER
Henman,I-PER
Britain,B-LOC
Roberto,B-PER
Jabali,I-PER
Brazil,B-LOC
Pablo,B-PER
Campana,I-PER
Ecuador,B-LOC
Todd,B-PER
Woodbridge,I-PER
Australia,B-LOC
Herman,B-PER
Gumy,I-PER
Argentina,B-LOC
Martin,B-PER
Damm,I-PER
Czech,B-LOC
Republic,I-LOC
Jacob,B-PER
Hlasek,I-PER
Switzerland,B-LOC
Nicklas,B-PER
Kulti,I-PER
Sweden,B-LOC
Karina,B-PER
Habsudova,I-PER
Slovakia,B-LOC
Radka,B-PER
Bobkova,I-PER
Czech,B-LOC
Republic,B-LOC
Karin,B-PER
Kschwendt,I-PER
Austria,B-LOC
Sandra,B-PER
Kleinova,B-PER
Czech,B-LOC
Republic,I-LOC
Annabel,B-PER
Ellwood,I-PER
Australia,B-LOC
Jennifer,B-PER
Capriati,I-PER
U S ,B-LOC
Nicole,B-PER
Arendt,I-PER
U S ,B-LOC
Sandra,B-PER
Cacic,I-PER
U S ,B-LOC
Elena,B-PER
Likhovtseva,I-PER
Russia,B-LOC
Kyoko,B-PER
Nagatsuka,I-PER
Japan,B-LOC
Sandrine,B-PER
Testud,I-PER
France,B-LOC
Pam,B-PER
Shriver,I-PER
U S ,B-LOC
Kimberly,B-PER
Po,I-PER
U S ,B-LOC
Kimiko,B-PER
Date,I-PER
Japan,B-LOC
Natasha,B-PER
Zvereva,I-PER
Belarus,B-LOC
Virginia,B-PER
Ruano Pascual,I-PER
Spain,B-LOC
Tina,B-PER
Kirzan,I-PER
Slovakia,B-LOC
Rika,B-PER
Hiraki,I-PER
Japan,B-LOC
Petra,B-PER
Langrova,I-PER
Czech,B-LOC
Republic,I-LOC
Karina,B-PER
Adams,I-PER
U S ,B-LOC
Tami,B-PER
Whitlinger,I-PER
Jones,I-PER
U S ,B-LOC
Sandra,B-PER
Cecchini,I-PER
Italy,B-LOC
Jana,B-PER
Novotna,I-PER
Czech,B-LOC
Republic,I-LOC
Francesca,B-PER
Lubiani,I-PER
Italy,B-LOC
Thomas,B-PER
Enqvist,I-PER
Sweden,B-LOC
Stephane,B-PER
Simian,I-PER
France,B-LOC
Mikael,B-PER
Tillstrom,I-PER
Sweden,B-LOC
Tamer,B-PER
El,I-PER
Sawy,I-PER
Egypt,B-LOC
Roberto,B-PER
Carretero,I-PER
Spain,B-LOC
Jordi,B-PER
Burillo,I-PER
Spain,B-LOC
Thomas,B-PER
Johansson,I-PER
Sweden,B-LOC
Renzo,B-PER
Furlan,I-PER
Italy,B-LOC
Mark,B-PER
Knowles,I-PER
Bahamas,B-LOC
Marcelo,B-PER
Filippini,I-PER
Uruguay,B-LOC
Jared,B-PER
Palmer,I-PER
U S ,B-LOC
Marc,B-PER
Rosset,I-PER
Switzerland,B-LOC
Amy,B-PER
Frazier,I-PER
U S ,B-LOC
Larisa,B-PER
Neiland,I-PER
Latvia,B-LOC
Lisa,B-PER
Raymond,I-PER
U S ,B-LOC
Lori,B-PER
McNeil,I-PER
U S ,B-LOC
Sandra,B-PER
Dopfer,I-PER
Austria,B-LOC
Zina,B-PER
Garrison,I-PER
Jackson,I-PER
U S ,B-LOC
Conchita,B-PER
Martinez,I-PER
Spain,B-LOC
Ruxandra,B-PER
Dragomir,I-PER
Romania,B-LOC
Naoko,B-PER
Sawamatsu,I-PER
Japan,B-LOC
Rennae,B-PER
Stubbs,I-PER
Australia,B-LOC
Miriam,B-PER
Oremans,I-PER
Netherlands,B-LOC
Radka,B-PER
Zrubakova,I-PER
Slovakia,B-LOC
Doug,B-PER
Flach,I-PER
U S ,B-LOC
Gianluca,B-PER
Pozzi,I-PER
Italy,B-LOC
Cedric,B-PER
Pioline,I-PER
France,B-LOC
Francisco,B-PER
Clavet,I-PER
Spain,B-LOC
Javier,B-PER
Sanchez,I-PER
Spain,B-LOC
David,B-PER
Skoch,I-PER
Czech,B-LOC
Republic,I-LOC
Steffi,B-PER
Graf,I-PER
Germany,B-LOC
Yayuk,B-PER
Basuki,I-PER
Indonesia,B-LOC
MAJOR,B-MISC
LEAGUE,I-MISC
NEW,B-LOC
YORK,I-LOC
Major,B-MISC
League,I-MISC
Baseball,I-MISC
AMERICAN,B-MISC
LEAGUE,I-MISC
EASTERN,B-MISC
DIVISION,I-MISC
NEW,B-ORG
YORK,I-ORG
BALTIMORE,B-ORG
BOSTON,B-ORG
TORONTO,B-ORG
DETROIT,B-ORG
CENTRAL,B-MISC
DIVISION,I-MISC
CLEVELAND,B-ORG
CHICAGO,B-ORG
MINNESOTA,B-ORG
MILWAUKEE,B-ORG
KANSAS,B-ORG
CITY,I-ORG
WESTERN,B-MISC
DIVISION,I-MISC
TEXAS,B-ORG
SEATTLE,B-ORG
OAKLAND,B-ORG
CALIFORNIA,B-ORG
CLEVELAND,B-ORG
DETROIT,B-LOC
OAKLAND,B-ORG
BALTIMORE,B-LOC
MINNESOTA,B-ORG
TORONTO,B-LOC
MILWAUKEE,B-ORG
CHICAGO,B-LOC
TEXAS,B-ORG
KANSAS,B-LOC
CITY,I-LOC
BOSTON,B-ORG
CALIFORNIA,B-LOC
NEW,B-ORG
YORK,I-ORG
SEATTLE,B-LOC
NATIONAL,B-MISC
LEAGUE,I-MISC
EASTERN,B-MISC
DIVISION,I-MISC
ATLANTA,B-ORG
MONTREAL,B-ORG
FLORIDA,B-ORG
NEW,B-ORG
YORK,I-ORG
PHILADELPHIA,B-ORG
CENTRAL,B-MISC
DIVISION,I-MISC
HOUSTON,B-ORG
ST,B-ORG
LOUIS,I-ORG
CHICAGO,B-ORG
CINCINNATI,B-ORG
PITTSBURGH,B-ORG
WESTERN,B-MISC
DIVISION,I-MISC
SAN,B-ORG
DIEGO,I-ORG
LOS,B-ORG
ANGELES,I-ORG
COLORADO,B-ORG
SAN,B-ORG
FRANCISCO,I-ORG
PHILADELPHIA,B-ORG
SAN,B-LOC
FRANCISCO,I-LOC
LOS,B-ORG
ANGELES,I-ORG
MONTREAL,B-LOC
ATLANTA,B-ORG
PITTSBURGH,B-LOC
SAN,B-ORG
DIEGO,I-ORG
NEW,B-LOC
YORK,I-LOC
CHICAGO,B-ORG
HOUSTON,B-LOC
FLORIDA,B-ORG
ST,B-LOC
LOUIS,I-LOC
CINCINNATI,B-ORG
COLORADO,B-LOC
GIANTS,B-ORG
PHILLIES,B-ORG
SAN,B-LOC
FRANCISCO,I-LOC
William,B-PER
VanLandingham,I-PER
Glenallen,B-PER
Hill,I-PER
San,B-ORG
Francisco,I-ORG
Giants,I-ORG
Philadelphia,B-ORG
Phillies,I-ORG
VanLandingham,B-PER
Phillies,B-ORG
VanLandingham,B-PER
Colorado,B-LOC
Andres,B-PER
Galarraga,I-PER
Colorado,B-ORG
Rockies,I-ORG
Billy,B-PER
Swift,I-PER
Cincinnati,B-ORG
Reds,I-ORG
Swift,B-PER
Houston,B-LOC
Andy,B-PER
Benes,I-PER
Royce,B-PER
Clayton,I-PER
St ,B-ORG
Louis,I-ORG
Cardinals,I-ORG
Houston,B-ORG
Astros,I-ORG
Benes,B-PER
Cardinals,B-ORG
Houston,B-ORG
National,B-MISC
League,I-MISC
Central,I-MISC
Division,I-MISC
ORIOLES,B-ORG
YANKEES,B-ORG
BALTIMORE,B-LOC
Cal,B-PER
Ripken,I-PER
Brady,B-PER
Anderson,I-PER
Baltimore,B-ORG
Orioles,I-ORG
Oakland,B-ORG
Athletics,I-ORG
Orioles,B-ORG
Oakland,B-ORG
Mark,B-PER
Acre,I-PER
Brady,B-PER
Anderson,I-PER
Oakland,B-ORG
Art,B-PER
Howe,I-PER
Rafael,B-PER
Palmeiro,I-PER
Bobby,B-PER
Bonilla,I-PER
Acre,B-PER
Ripken,B-PER
Ripken,B-PER
Orioles,B-ORG
Chicago,B-ORG
White,I-ORG
Sox,I-ORG
Seattle,B-LOC
Jay,B-PER
Buhner,I-PER
Seattle,B-ORG
Mariners,I-ORG
New,B-ORG
York,I-ORG
Yankees,I-ORG
New,B-ORG
York,I-ORG
Jimmy,B-PER
Key,I-PER
Seattle,B-ORG
Alex,B-PER
Rodriguez,I-PER
Yankees,B-ORG
AL,B-MISC
East,B-MISC
Baltimore,B-ORG
California,B-LOC
Tim,B-PER
Wakefield,I-PER
Mo,B-PER
Vaughn,I-PER
Troy,B-PER
O Leary,I-PER
Boston,B-ORG
Red,I-ORG
Sox,I-ORG
California,B-ORG
Angels,I-ORG
Boston,B-ORG
Red,B-ORG
Sox,I-ORG
Chicago,B-LOC
Cal,B-PER
Eldred,I-PER
John,B-PER
Jaha,I-PER
Milwaukee,B-ORG
Brewers,I-ORG
Chicago,B-ORG
White,I-ORG
Sox,I-ORG
Angel,B-PER
Miranda,I-PER
Bob,B-PER
Wickman,I-PER
Detroit,B-LOC
Jim,B-PER
Thome,I-PER
Charles,B-PER
Nagy,I-PER
Cleveland,B-ORG
Indians,I-ORG
Detroit,B-ORG
Tigers,I-ORG
Felipe,B-PER
Lira,I-PER
Toronto,B-LOC
Juan,B-PER
Guzman,I-PER
Joe,B-PER
Carter,I-PER
Carlos,B-PER
Delgado,I-PER
Toronto,B-ORG
Blue,I-ORG
Jays,I-ORG
Minnesota,B-ORG
Twins,I-ORG
Toronto,B-LOC
Guzman,B-PER
MAJOR,B-MISC
LEAGUE,I-MISC
NEW,B-LOC
YORK,I-LOC
Major,B-MISC
League,I-MISC
Baseball,I-MISC
American,B-MISC
League,I-MISC
Cleveland,B-ORG
DETROIT,B-ORG
BALTIMORE,B-ORG
Oakland,B-ORG
TORONTO,B-ORG
Minnesota,B-ORG
Milwaukee,B-ORG
CHICAGO,B-ORG
Boston,B-ORG
CALIFORNIA,B-ORG
SEATTLE,B-ORG
New,B-ORG
York,I-ORG
National,B-MISC
League,I-MISC
SAN,B-ORG
FRANCISCO,I-ORG
Philadelphia,B-ORG
St,B-ORG
Louis,I-ORG
HOUSTON,B-ORG
COLORADO,B-ORG
Cincinnati,B-ORG
CHANG,B-PER
WASHINGTON,B-LOC
Larry,B-PER
Fine,I-PER
NEW,B-LOC
YORK,I-LOC
Michael,B-PER
Chang,I-PER
U S ,B-MISC
Open,I-MISC
American,B-MISC
Chang,B-PER
Pete,B-PER
Sampras,I-PER
Jaime,B-PER
Oncins,I-PER
Brazil,B-LOC
Chang,B-PER
Chang,B-PER
Wimbledon,B-MISC
MaliVai,B-PER
Washington,I-PER
Moroccan,B-MISC
Karim,B-PER
Alami,I-PER
Washington,B-PER
American,B-MISC
Stadium,B-LOC
Court,I-LOC
Alami,B-PER
Washington,B-LOC
Chang,B-PER
Washington,B-PER
Australian,B-MISC
Open,I-MISC
Anke,B-PER
Huber,I-PER
Germany,B-LOC
South,B-MISC
African,I-MISC
Amanda,B-PER
Coetzer,I-PER
Coetzer,B-PER
Huber,B-PER
Melbourne,B-LOC
Wimbledon,B-MISC
Aleksandra,B-PER
Olsza,I-PER
Poland,B-LOC
Magdalena,B-PER
Maleeva,I-PER
Bulgaria,B-LOC
Grand,B-MISC
Slam,I-MISC
Germany,B-LOC
Michael,B-PER
Stich,I-PER
Wimbledon,B-MISC
French,B-MISC
Open,I-MISC
Sergi,B-PER
Bruguera,I-PER
Spain,B-LOC
German,B-MISC
Tommy,B-PER
Haas,I-PER
Belgian,B-MISC
Kris,B-PER
Goossens,I-PER
Alex,B-PER
O Brien,I-PER
New,B-LOC
Haven,I-LOC
Ecuador,B-LOC
Nicolas,B-PER
Lapentti,I-PER
Wimbledon,B-MISC
Jeff,B-PER
Tarango,I-PER
German,B-MISC
Alex,B-PER
Radulescu,I-PER
Tarango,B-PER
Chang,B-PER
Oncins,B-PER
Barcelona,B-LOC
Olympics,B-MISC
Chang,B-PER
Brazilian,B-MISC
Oncins,B-PER
Oncins,B-PER
Chang,B-PER
Oncins,B-PER
Chang,B-PER
Oncins,B-PER
Chang,B-PER
Oncins,B-PER
Brazilian,B-MISC
Sao,B-LOC
Paulo,I-LOC
Oncins,B-PER
Oncins,B-PER
Open,B-MISC
Jim,B-PER
Courier,I-PER
Open,B-MISC
Mats,B-PER
Wilander,I-PER
Mary,B-PER
Joe,I-PER
Fernandez,I-PER
FRENCH,B-MISC
PARIS,B-LOC
French,B-MISC
Auxerre,B-ORG
Marseille,B-ORG
MARSEILLE,B-ORG
AUXERRE,B-ORG
PARIS,B-LOC
European,B-MISC
Marseille,B-ORG
French,B-MISC
Auxerre,B-ORG
Auxerre,B-ORG
European,B-MISC
Cup,I-MISC
Ajax,B-ORG
Amsterdam,I-ORG
Lens,B-ORG
Lens,B-ORG
Montpellier,B-ORG
Marseille,B-ORG
Metz,B-ORG
French,B-MISC
Marseille,B-ORG
German,B-MISC
Andreas,B-PER
Koepke,I-PER
Auxerre,B-ORG
Marseille,B-ORG
FRENCH,B-MISC
PARIS,B-LOC
French,B-MISC
Auxerre,B-ORG
Marseille,B-ORG
GERMAN,B-MISC
BONN,B-LOC
Bundesliga,B-MISC
Borussia,B-ORG
Dortmund,I-ORG
Riedle,B-PER
Heinrich,B-PER
Tretschok,B-PER
Freiburg,B-ORG
Decheiver,B-PER
Hamburg,B-ORG
VfB,B-ORG
Stuttgart,I-ORG
Balakov,B-PER
Bobic,B-PER
Hagner,B-PER
Werder,B-ORG
Bremen,I-ORG
Schulz,B-PER
Borussia,B-ORG
Moenchengladbach,I-ORG
Schalke,B-ORG
Thon,B-PER
Bochum,B-ORG
Donkow,B-PER
GERMAN,B-MISC
BONN,B-LOC
Bundesliga,B-MISC
Borussia,B-ORG
Dortmund,I-ORG
Freiburg,B-ORG
Hamburg,B-ORG
VfB,B-ORG
Stuttgart,I-ORG
Werder,B-ORG
Bremen,I-ORG
Borussia,B-ORG
Moenchengladbach,I-ORG
Schalke,B-ORG
Bochum,B-ORG
Bundesliga,B-MISC
VfB,B-ORG
Stuttgart,I-ORG
Borussia,B-ORG
Dortmund,I-ORG
Cologne,B-ORG
Bayern,B-ORG
Munich,I-ORG
Bayer,B-ORG
Leverkusen,I-ORG
VfL,B-ORG
Bochum,I-ORG
Hamburg,B-ORG
Karlsruhe,B-ORG
St,B-ORG
Pauli,I-ORG
Werder,B-ORG
Bremen,I-ORG
Munich,I-ORG
Schalke,B-ORG
Fortuna,B-ORG
Duesseldorf,I-ORG
Freiburg,B-ORG
Hansa,B-ORG
Rostock,I-ORG
Arminia,B-ORG
Bielefeld,I-ORG
Borussia,B-ORG
Moenchengladbach,I-ORG
MSV,B-ORG
Duisburg,I-ORG
DUTCH,B-MISC
AMSTERDAM,B-LOC
Dutch,B-MISC
Fortuna,B-ORG
Sittard,I-ORG
Jeffrey,B-PER
Roest,B-PER
Heerenveen,B-ORG
Korneev,B-PER
Hansma,B-PER
Wouden,B-PER
DUTCH,B-MISC
AMSTERDAM,B-LOC
Dutch,B-MISC
Fortuna,B-ORG
Sittard,I-ORG
Heerenveen,B-ORG
FINLAND,B-LOC
CZECH,B-LOC
REPUBLIC,I-LOC
WORLD,B-MISC
CUP,I-MISC
HELSINKI,B-LOC
Finland,B-LOC
Czech,B-LOC
Republic,I-LOC
World,B-MISC
Cup,I-MISC
European,B-MISC
Finland,B-LOC
Ville,B-PER
Peltonen,I-PER
Juha,B-PER
Ylonen,I-PER
Teemu,B-PER
Selanne,I-PER
Jyrki,B-PER
Lumme,I-PER
Janne,B-PER
Ojanen,I-PER
Christian,B-PER
Ruuttu,I-PER
Czech,B-LOC
Republic,I-LOC
Radek,B-PER
Bonk,I-PER
Robert,B-PER
Reichel,I-PER
Jiri,B-PER
Dopita,I-PER
Sweden,B-LOC
Finland,B-LOC
Czech,B-LOC
Republic,I-LOC
Germany,B-LOC
NEUCHATEL,B-ORG
CYPRIEN,B-PER
GENEVA,B-LOC
Swiss,B-MISC
Neuchatel,B-ORG
Xamax,I-ORG
French,B-MISC
Jean Pierre,B-PER
Cyprien,I-PER
Cyprien,B-PER
Swiss,B-MISC
St,B-ORG
Gallen,I-ORG
Brazilian,B-MISC
Claudio,B-PER
Moura,I-PER
Cyprien,B-PER
Moura,B-PER
St,B-ORG
Gallen,I-ORG
Roger,B-PER
Hegi,I-PER
Moura,B-PER
Cyprien,B-PER
Neuchatel,B-ORG
Swiss,B-MISC
Gilbert,B-PER
Facchinetti,I-PER
Neuchatel,B-ORG
Gilbert,B-PER
Gress,I-PER
Moura,B-PER
Moura,B-PER
Cyprien,B-PER
Gress,B-PER
Moura,B-PER
Cyprien,B-PER
French,B-MISC
Italy,B-LOC
Switzerland,B-LOC
BUGNO,B-PER
MILAN,B-LOC
Italian,B-MISC
Gianni,B-PER
Bugno,I-PER
Tour,B-MISC
Switzerland,I-MISC
Italian,B-MISC
Bugno,B-PER
Tour,B-MISC
Cologne,B-LOC
Bugno,B-PER
Giro,B-MISC
d Italia,I-MISC
COLONNA,B-PER
TOUR,B-MISC
OF,I-MISC
NETHERLANDS,I-MISC
HAARLEM,B-LOC
Netherlands,B-LOC
Tour,B-MISC
Netherlands,I-MISC
Gouda,B-LOC
Haarlem,B-LOC
Federico,B-PER
Colonna,I-PER
Italy,B-LOC
Mapei,B-ORG
Robbie,B-PER
McEwen,I-PER
Australia,B-LOC
Rabobank,B-ORG
Jans,B-PER
Koerts,I-PER
Netherlands,B-LOC
Palmans,B-ORG
Sven,B-PER
Teutenberg,I-PER
Germany,B-LOC
US,B-ORG
Postal,I-ORG
Tom,B-PER
Steels,I-PER
Belgium,B-LOC
Mapei,B-ORG
Endrio,B-PER
Leoni,I-PER
Italy,B-LOC
Aki,B-PER
Johan,B-PER
Capiot,I-PER
Belgium,B-LOC
Collstrop,B-ORG
John,B-PER
den,I-PER
Braber,I-PER
Neths,B-LOC
Collstrop,B-ORG
Jeroen,B-PER
Blijlevens,I-PER
Neths,B-LOC
TVM,B-ORG
Michael,B-PER
van,I-PER
der,I-PER
Wolf,I-PER
Neths,B-LOC
Foreldorado,B-ORG
Colonna,B-PER
McEwen,B-PER
Koerts,B-PER
Gianluca,B-PER
Corini,I-PER
Italy,B-LOC
Aki,B-ORG
Wim,B-PER
Omloop,I-PER
Belgium,B-LOC
Collstrop,B-ORG
Lance,B-PER
Armstrong,I-PER
USA,B-LOC
Motorola,B-ORG
Tristan,B-PER
Hoffman,I-PER
Neths,B-LOC
TVM,B-ORG
George,B-PER
Hincapie,I-PER
USA,B-LOC
Motorola,B-ORG
John,B-PER
Talen,I-PER
Neths,B-LOC
Foreldorado,B-ORG
Teutenberg,B-PER
COFINEC,B-ORG
BUDAPEST,B-LOC
Emese,B-PER
Bartha,I-PER
BUDAPEST,B-LOC
Cofinec,B-ORG
S A ,I-ORG
Hungarian,B-MISC
Gabor,B-PER
Sitanyi,I-PER
ING,B-ORG
Barings,I-ORG
French registered,B-MISC
Hungary,B-LOC
Cofinec,B-ORG
Tamas,B-PER
Erdei,I-PER
Budapest based,B-MISC
ABN AMRO,B-ORG
Hoare,I-ORG
Govett,I-ORG
Hungary,B-LOC
Cofinec,B-ORG
Hungary,B-LOC
Poland,B-LOC
Czech,B-LOC
Republic,I-LOC
Hungary,B-LOC
Hungary,B-LOC
Cofinec,B-ORG
Cofinec,B-ORG
European,B-MISC
Erdei,B-PER
Cofinec,B-ORG
Cofinec,B-ORG
Erdei,B-PER
Cofinec,B-ORG
Europe,B-LOC
Sitanyi,B-PER
Cofinec,B-ORG
Cofinec,B-ORG
Czech,B-MISC
Krpaco,B-ORG
a s ,I-ORG
Krpaco,B-ORG
Polish,B-MISC
Budapest,B-LOC
CZECH,B-MISC
PSE,B-ORG
PRAGUE,B-LOC
Prague,B-ORG
Stock,I-ORG
Exchange,I-ORG
AGROTONZ,B-ORG
TLUMACOV,I-ORG
AVIA,B-ORG
BARUM,B-ORG
HOLDING,I-ORG
CESKA,B-ORG
SPORITELNA,I-ORG
CKD,B-ORG
PRAHA,I-ORG
HOLDING,I-ORG
EMKAM,B-ORG
KABLO,B-ORG
KLADNO,I-ORG
KOMERCNI,B-ORG
BANKA,I-ORG
LECIVA,B-ORG
PRAHA,I-ORG
METROSTAV,B-ORG
MORAV CHEMIC ,B-ORG
ZAV,I-ORG
OKD,B-ORG
PF,B-ORG
IKS,I-ORG
KB,I-ORG
PLUS,I-ORG
RIF,B-ORG
SELIKO,B-ORG
SOKOLOVSKA,B-ORG
UHELNA,I-ORG
SPIF,B-ORG
CESKY,I-ORG
SPT,B-ORG
TELECOM,I-ORG
SKODA,B-ORG
PLZEN,I-ORG
TABAK,B-ORG
TRINECKE,B-ORG
ZELEZARNY,I-ORG
VODNI,B-ORG
STAVBY,I-ORG
PRAHA,I-ORG
Prague,B-ORG
Newsroom,I-ORG
NEW,B-LOC
YORK,I-LOC
WorldCom,B-ORG
Inc,I-ORG
MFS,B-ORG
Communications,I-ORG
Co,I-ORG
Inc,I-ORG
WorldCom,B-ORG
MFS,B-ORG
MFS,B-ORG
New,B-ORG
York,I-ORG
Stock,I-ORG
Exchange,I-ORG
American,B-ORG
Stock,I-ORG
Exchange,I-ORG
CBOE,B-ORG
MFS,B-ORG
CHICAGO,B-LOC
Chicago,B-ORG
Board,I-ORG
Options,I-ORG
Exchange,I-ORG
CBOE,B-ORG
MFS,B-ORG
Communications,I-ORG
Co,I-ORG
Inc,I-ORG
WorldCom,B-ORG
Inc,I-ORG
MFS,B-ORG
WorldCom,B-ORG
The,B-ORG
New,I-ORG
York,I-ORG
Times,I-ORG
MFS,B-ORG
MFS,B-ORG
American,B-ORG
Stock,I-ORG
Exchange,I-ORG
Pacific,B-ORG
Stock,I-ORG
Exchange,I-ORG
American,B-ORG
Stock,I-ORG
Exchange,I-ORG
Pacific,B-ORG
Stock,I-ORG
Exchange,I-ORG
MFS,B-ORG
Faulding,B-ORG
ELIZABETH,B-LOC
N J ,B-LOC
Faulding,B-ORG
Inc,I-ORG
Purdue,B-ORG
Frederick,I-ORG
Co,I-ORG
Faulding,B-ORG
Purepac,B-ORG
Pharamceutical,I-ORG
Purepac,B-ORG
Kadian,B-MISC
Faulding,B-ORG
Faulding,B-ORG
Kadian,B-MISC
United,B-LOC
States,I-LOC
Kadian,B-MISC
United,B-LOC
States,I-LOC
Faulding,B-ORG
Zeneca,B-ORG
Group,I-ORG
Plc,I-ORG
Kadian,B-MISC
F H ,B-ORG
Faulding,I-ORG
Co,I-ORG
Faulding,B-ORG
Inc,I-ORG
McGrath,B-PER
Ireland,B-LOC
World,B-MISC
Cup,I-MISC
DUBLIN,B-LOC
Ireland,B-LOC
Paul,B-PER
McGrath,I-PER
Mick,B-PER
McCarthy,I-PER
Liechtenstein,B-LOC
World,B-MISC
Cup,I-MISC
Aston,B-ORG
Villa,I-ORG
Irish,B-MISC
Czech,B-LOC
Republic,I-LOC
Prague,B-LOC
Paul,B-PER
Villa,B-PER
McCarthy,B-PER
Paul,B-PER
Vaduz,B-LOC
Alan,B-PER
Kernaghan,I-PER
Liam,B-PER
Daish,I-PER
Leeds,B-ORG
United,I-ORG
Gary,B-PER
Kelly,I-PER
Wimbledon,B-ORG
Elland,B-LOC
Road,I-LOC
Jack,B-PER
Charlton,I-PER
